World Cup 	25	0.029137529137529136
U.S. Open 	22	0.02564102564102564
South African 	17	0.019813519813519812
MAJOR LEAGUE 	16	0.018648018648018648
EASTERN DIVISION 	16	0.018648018648018648
CENTRAL DIVISION 	16	0.018648018648018648
WESTERN DIVISION 	16	0.018648018648018648
South Korean 	13	0.015151515151515152
Grand Slam 	11	0.01282051282051282
Windows 95 	11	0.01282051282051282
American League 	10	0.011655011655011656
National League 	10	0.011655011655011656
Australian Open 	10	0.011655011655011656
U.S. OPEN 	9	0.01048951048951049
Major League Baseball 	9	0.01048951048951049
Sri Lankan 	9	0.01048951048951049
Toyota Celica 	9	0.01048951048951049
Bosnian Serb 	9	0.01048951048951049
Iraqi Kurdish 	8	0.009324009324009324
AMERICAN LEAGUE 	8	0.009324009324009324
NATIONAL LEAGUE 	8	0.009324009324009324
French Open 	8	0.009324009324009324
Roman Catholic 	8	0.009324009324009324
Grand Prix 	8	0.009324009324009324
Canadian Open 	7	0.008158508158508158
Major League 	7	0.008158508158508158
Gulf War 	6	0.006993006993006993
ENGLISH COUNTY CHAMPIONSHIP 	6	0.006993006993006993
CANADIAN OPEN 	6	0.006993006993006993
Davis Cup 	6	0.006993006993006993
European Cup 	6	0.006993006993006993
RUGBY LEAGUE 	6	0.006993006993006993
serie A 	6	0.006993006993006993
Singer World Series 	6	0.006993006993006993
TOSHIBA CLASSIC 	5	0.005827505827505828
Toshiba Classic 	5	0.005827505827505828
GRAND PRIX 	5	0.005827505827505828
Atlanta Games 	5	0.005827505827505828
Ford Escort 	5	0.005827505827505828
African Nations Cup 	5	0.005827505827505828
TOUR OF NETHERLANDS 	5	0.005827505827505828
Tour of the Netherlands 	5	0.005827505827505828
Five Nations 	5	0.005827505827505828
Iraqi Kurds 	4	0.004662004662004662
HAMLET CUP 	4	0.004662004662004662
German Open 	4	0.004662004662004662
UEFA Cup 	4	0.004662004662004662
Commission Regulation 	4	0.004662004662004662
West African 	4	0.004662004662004662
Miss Universe 	4	0.004662004662004662
Nobel Peace Prize 	4	0.004662004662004662
English County Championship 	4	0.004662004662004662
U.S. Open Tennis Championships 	4	0.004662004662004662
Cup Winners ' Cup 	4	0.004662004662004662
Sri Lankans 	4	0.004662004662004662
1,000 Lakes Rally 	4	0.004662004662004662
S. KOREAN 	4	0.004662004662004662
1,000 LAKES RALLY 	4	0.004662004662004662
Mitsubishi Lancer 	4	0.004662004662004662
Subaru Impreza 	4	0.004662004662004662
Italian Cup 	4	0.004662004662004662
Costa Rican 	4	0.004662004662004662
Democratic Convention 	4	0.004662004662004662
WORLD SERIES OF GOLF 	3	0.0034965034965034965
NEC World Series of Golf 	3	0.0034965034965034965
Waldbaum Hamlet Cup 	3	0.0034965034965034965
MALAYSIAN OPEN 	3	0.0034965034965034965
Euro 96 	3	0.0034965034965034965
GERMAN OPEN 	3	0.0034965034965034965
Conference on Disarmament 	3	0.0034965034965034965
Dow Jones 	3	0.0034965034965034965
Mission : Impossible 	3	0.0034965034965034965
WORLD CUP 	3	0.0034965034965034965
World Series of Golf 	3	0.0034965034965034965
BELGIAN GRAND PRIX 	3	0.0034965034965034965
Belgian Grand Prix 	3	0.0034965034965034965
EUROPEAN SUPER LEAGUE 	3	0.0034965034965034965
European Super League 	3	0.0034965034965034965
Australian Rules 	3	0.0034965034965034965
Latin American 	3	0.0034965034965034965
Airbus 310 	3	0.0034965034965034965
Labor Day 	3	0.0034965034965034965
Bosnian Serbs 	3	0.0034965034965034965
Central African 	3	0.0034965034965034965
BRITISH MASTERS 	3	0.0034965034965034965
British Masters 	3	0.0034965034965034965
Super Cup 	3	0.0034965034965034965
ITALIAN CUP 	3	0.0034965034965034965
World War Two 	3	0.0034965034965034965
Bovine Spongiform Encephalopathy 	2	0.002331002331002331
Iranian Kurdish 	2	0.002331002331002331
Islamic Taleban 	2	0.002331002331002331
Cup winners Cup 	2	0.002331002331002331
Nunthorpe Stakes 	2	0.002331002331002331
County Championship 	2	0.002331002331002331
World Series 	2	0.002331002331002331
UEFA Fair Play 	2	0.002331002331002331
Social Democrats 	2	0.002331002331002331
Comprehensive Test Ban Treaty 	2	0.002331002331002331
Independence Day 	2	0.002331002331002331
Book of Mass 	2	0.002331002331002331
American Olympic 	2	0.002331002331002331
Golden Four 	2	0.002331002331002331
Euro ' 96 	2	0.002331002331002331
Rwandan Hutu 	2	0.002331002331002331
1,000 Lakes 	2	0.002331002331002331
AFRICAN NATIONS CUP 	2	0.002331002331002331
Singer Cup 	2	0.002331002331002331
South Africans 	2	0.002331002331002331
SOUTH KOREAN 	2	0.002331002331002331
Labour Day 	2	0.002331002331002331
Financial Times-Stock Exchange 	2	0.002331002331002331
Ryder Cup 	2	0.002331002331002331
HONG KONG OPEN 	2	0.002331002331002331
Kong Open 	2	0.002331002331002331
Grand Slams 	2	0.002331002331002331
Ten Commandments 	2	0.002331002331002331
Airbus A310 	2	0.002331002331002331
Brady Law 	2	0.002331002331002331
Flight 150 	2	0.002331002331002331
Olympic Games 	2	0.002331002331002331
SUPER CUP 	2	0.002331002331002331
Russian Trading System 	2	0.002331002331002331
African Americans 	2	0.002331002331002331
FTSE 100 	2	0.002331002331002331
ISO 9002 	2	0.002331002331002331
Creutzfeldt-Jakob Disease 	2	0.002331002331002331
U.S. Civil War 	2	0.002331002331002331
New Zealands 	2	0.002331002331002331
Ai n't no telling 	1	0.0011655011655011655
North African 	1	0.0011655011655011655
Ilyushin 76 	1	0.0011655011655011655
Prix de l ' Abbaye 	1	0.0011655011655011655
F.A. Cup 	1	0.0011655011655011655
EUROPEAN CUP WINNERS ' CUP 	1	0.0011655011655011655
European Cup Winners ' 	1	0.0011655011655011655
Vinko Marinovic 	1	0.0011655011655011655
EURO CUP 	1	0.0011655011655011655
European Champions Cup 	1	0.0011655011655011655
DAVIS CUP 	1	0.0011655011655011655
National League Championship Series 	1	0.0011655011655011655
American League East Division 	1	0.0011655011655011655
American League Western 	1	0.0011655011655011655
A.L. Central 	1	0.0011655011655011655
A.L. East 	1	0.0011655011655011655
Chapter 11 	1	0.0011655011655011655
Iron Gippsland 	1	0.0011655011655011655
