Wasim Akram 	29	0.00676937441643324
Waqar Younis 	25	0.005835667600373483
Mushtaq Ahmed 	25	0.005835667600373483
Mother Teresa 	20	0.004668534080298786
Aamir Sohail 	19	0.004435107376283847
Bill Clinton 	19	0.004435107376283847
Saeed Anwar 	16	0.003734827264239029
Ijaz Ahmed 	14	0.0032679738562091504
Salim Malik 	13	0.003034547152194211
Boris Yeltsin 	13	0.003034547152194211
Yasser Arafat 	12	0.0028011204481792717
Moin Khan 	12	0.0028011204481792717
Alexander Lebed 	11	0.0025676937441643324
Arantxa Sanchez Vicario 	10	0.002334267040149393
Asif Mujtaba 	10	0.002334267040149393
Todd Martin 	10	0.002334267040149393
Benjamin Netanyahu 	9	0.0021008403361344537
G. Thorpe 	9	0.0021008403361344537
Wayne Ferreira 	9	0.0021008403361344537
Mark Philippoussis 	9	0.0021008403361344537
Todd Woodbridge 	9	0.0021008403361344537
J. Crawley 	8	0.0018674136321195146
Marcelo Rios 	8	0.0018674136321195146
Monica Seles 	8	0.0018674136321195146
Bob Dole 	8	0.0018674136321195146
Costas Simitis 	7	0.0016339869281045752
Saddam Hussein 	7	0.0016339869281045752
Mohammad Akram 	7	0.0016339869281045752
Thomas Muster 	7	0.0016339869281045752
MaliVai Washington 	7	0.0016339869281045752
Patrick Rafter 	7	0.0016339869281045752
Alex O'Brien 	7	0.0016339869281045752
Pete Sampras 	7	0.0016339869281045752
M. Waugh 	7	0.0016339869281045752
Lance Armstrong 	7	0.0016339869281045752
Shimon Peres 	6	0.0014005602240896359
Billy Mayfair 	6	0.0014005602240896359
Costantino Rocca 	6	0.0014005602240896359
Kimiko Date 	6	0.0014005602240896359
Michael Chang 	6	0.0014005602240896359
Sergi Bruguera 	6	0.0014005602240896359
Martin Damm 	6	0.0014005602240896359
M. Atherton 	6	0.0014005602240896359
Mohammad Akam 	6	0.0014005602240896359
Mikael Tillstrom 	6	0.0014005602240896359
Cedric Pioline 	6	0.0014005602240896359
Jason Stoltenberg 	6	0.0014005602240896359
Andrei Medvedev 	6	0.0014005602240896359
Thomas Enqvist 	6	0.0014005602240896359
Raymond Russell 	6	0.0014005602240896359
Paul Lawrie 	6	0.0014005602240896359
Pedro Linhart 	6	0.0014005602240896359
Anke Huber 	6	0.0014005602240896359
Conchita Martinez 	6	0.0014005602240896359
Lindsay Davenport 	6	0.0014005602240896359
Aslan Maskhadov 	6	0.0014005602240896359
Michael Schumacher 	6	0.0014005602240896359
Linford Christie 	6	0.0014005602240896359
Tommi Makinen 	6	0.0014005602240896359
Chris Boardman 	6	0.0014005602240896359
Andrea Collinelli 	6	0.0014005602240896359
Dimitris Kontogiannis 	5	0.0011671335200746965
Greg Norman 	5	0.0011671335200746965
Karol Kucera 	5	0.0011671335200746965
A. Giles 	5	0.0011671335200746965
C. White 	5	0.0011671335200746965
M. Moxon 	5	0.0011671335200746965
A. Stewart 	5	0.0011671335200746965
Petr Korda 	5	0.0011671335200746965
Daniel Vacek 	5	0.0011671335200746965
Bohdan Ulihrach 	5	0.0011671335200746965
Tim Henman 	5	0.0011671335200746965
Stefan Edberg 	5	0.0011671335200746965
Michael Stich 	5	0.0011671335200746965
Paul Broadhurst 	5	0.0011671335200746965
Miguel Angel Martin 	5	0.0011671335200746965
Paul Eales 	5	0.0011671335200746965
Amanda Coetzer 	5	0.0011671335200746965
Jana Novotna 	5	0.0011671335200746965
Gerhard Berger 	5	0.0011671335200746965
Jacques Villeneuve 	5	0.0011671335200746965
Mika Hakkinen 	5	0.0011671335200746965
Jean Alesi 	5	0.0011671335200746965
Damon Hill 	5	0.0011671335200746965
Karina Habsudova 	5	0.0011671335200746965
N. Fairbrother 	5	0.0011671335200746965
Ian Woosnam 	5	0.0011671335200746965
Francisco Cea 	5	0.0011671335200746965
Donovan Bailey 	5	0.0011671335200746965
Necmettin Erbakan 	5	0.0011671335200746965
Juha Kankkunen 	5	0.0011671335200746965
Jeff Wilson 	5	0.0011671335200746965
Zinzan Brooke 	5	0.0011671335200746965
Pol Pot 	5	0.0011671335200746965
Alain Juppe 	4	0.0009337068160597573
Paul Goydos 	4	0.0009337068160597573
Steve Stricker 	4	0.0009337068160597573
Duffy Waldorf 	4	0.0009337068160597573
Mind Games 	4	0.0009337068160597573
Sandrine Testud 	4	0.0009337068160597573
Nathalie Tauziat 	4	0.0009337068160597573
Michael Joyce 	4	0.0009337068160597573
Richey Reneberg 	4	0.0009337068160597573
J. Russell 	4	0.0009337068160597573
M. Walker 	4	0.0009337068160597573
D. Fulton 	4	0.0009337068160597573
M. Vaughan 	4	0.0009337068160597573
N. Knight 	4	0.0009337068160597573
C. Lewis 	4	0.0009337068160597573
R. Croft 	4	0.0009337068160597573
A. Mullally 	4	0.0009337068160597573
Daniel Nestor 	4	0.0009337068160597573
Goran Ivanisevic 	4	0.0009337068160597573
Kenneth Carlsen 	4	0.0009337068160597573
Marc Rosset 	4	0.0009337068160597573
Alberto Berasategui 	4	0.0009337068160597573
Adrian Voinea 	4	0.0009337068160597573
Richard Krajicek 	4	0.0009337068160597573
Andre Agassi 	4	0.0009337068160597573
Karim Alami 	4	0.0009337068160597573
Javier Sanchez 	4	0.0009337068160597573
Magnus Gustafsson 	4	0.0009337068160597573
Mark Roe 	4	0.0009337068160597573
David Carter 	4	0.0009337068160597573
Jonathan Lomas 	4	0.0009337068160597573
Steffi Graf 	4	0.0009337068160597573
Anne Miller 	4	0.0009337068160597573
Martina Hingis 	4	0.0009337068160597573
David Coulthard 	4	0.0009337068160597573
Heinz-Harald Frentzen 	4	0.0009337068160597573
Martin Brundle 	4	0.0009337068160597573
Rubens Barrichello 	4	0.0009337068160597573
Johnny Herbert 	4	0.0009337068160597573
Olivier Panis 	4	0.0009337068160597573
R. Blakey 	4	0.0009337068160597573
Brady Anderson 	4	0.0009337068160597573
Adrian Warner 	4	0.0009337068160597573
Svetlana Masterkova 	4	0.0009337068160597573
Maria Mutola 	4	0.0009337068160597573
Stephen Ames 	4	0.0009337068160597573
Roger Chapman 	4	0.0009337068160597573
Carl Lewis 	4	0.0009337068160597573
