U.S.	309	0.04327731092436975
Germany	141	0.019747899159663865
Britain	133	0.018627450980392157
Australia	130	0.018207282913165267
England	123	0.017226890756302522
France	122	0.017086834733893556
Spain	110	0.015406162464985995
Italy	98	0.013725490196078431
LONDON	93	0.013025210084033614
New	93	0.013025210084033614
China	91	0.012745098039215686
Russia	88	0.012324929971988795
Japan	87	0.012184873949579832
Pakistan	85	0.011904761904761904
Sweden	81	0.01134453781512605
South	75	0.01050420168067227
NEW	73	0.010224089635854342
Belgium	71	0.009943977591036414
India	70	0.00980392156862745
Iraq	68	0.009523809523809525
Israel	64	0.008963585434173669
London	61	0.008543417366946778
Netherlands	61	0.008543417366946778
United	60	0.008403361344537815
Czech	57	0.007983193277310924
Hong	45	0.0063025210084033615
West	44	0.0061624649859943975
Moscow	43	0.0060224089635854345
Brazil	43	0.0060224089635854345
Finland	42	0.0058823529411764705
Ukraine	38	0.005322128851540616
Austria	38	0.005322128851540616
Sri	38	0.005322128851540616
Canada	37	0.0051820728291316525
Chechnya	34	0.004761904761904762
Romania	33	0.004621848739495798
Slovakia	33	0.004621848739495798
Bosnia	33	0.004621848739495798
Ireland	31	0.004341736694677871
Kenya	31	0.004341736694677871
Europe	30	0.004201680672268907
Turkey	30	0.004201680672268907
PARIS	30	0.004201680672268907
Argentina	30	0.004201680672268907
Egypt	29	0.004061624649859944
Poland	29	0.004061624649859944
CHICAGO	29	0.004061624649859944
Nigeria	29	0.004061624649859944
Taiwan	28	0.00392156862745098
Washington	27	0.003781512605042017
Iran	27	0.003781512605042017
Chicago	27	0.003781512605042017
AMSTERDAM	26	0.0036414565826330533
Switzerland	25	0.0035014005602240898
Grozny	25	0.0035014005602240898
Jordan	24	0.0033613445378151263
Costa	23	0.0032212885154061623
Morocco	22	0.0030812324929971988
Indonesia	22	0.0030812324929971988
Baghdad	21	0.0029411764705882353
ENGLAND	21	0.0029411764705882353
Scotland	21	0.0029411764705882353
Hungary	21	0.0029411764705882353
Colombia	21	0.0029411764705882353
SAN	21	0.0029411764705882353
Mexico	21	0.0029411764705882353
BONN	20	0.0028011204481792717
PAKISTAN	20	0.0028011204481792717
The	20	0.0028011204481792717
WASHINGTON	19	0.002661064425770308
Jerusalem	19	0.002661064425770308
Paris	18	0.0025210084033613447
Denmark	18	0.0025210084033613447
Cyprus	18	0.0025210084033613447
Nepal	18	0.0025210084033613447
Croatia	17	0.002380952380952381
Zimbabwe	17	0.002380952380952381
Venezuela	17	0.002380952380952381
MOSCOW	17	0.002380952380952381
Berlin	17	0.002380952380952381
Cuba	17	0.002380952380952381
BRUSSELS	16	0.002240896358543417
Gaza	16	0.002240896358543417
California	16	0.002240896358543417
Chile	16	0.002240896358543417
Yugoslavia	16	0.002240896358543417
Sudan	16	0.002240896358543417
San	16	0.002240896358543417
Burundi	16	0.002240896358543417
Beijing	15	0.0021008403361344537
Ohio	15	0.0021008403361344537
Norway	15	0.0021008403361344537
Brussels	15	0.0021008403361344537
Amman	15	0.0021008403361344537
Algeria	15	0.0021008403361344537
TOKYO	15	0.0021008403361344537
Atlanta	15	0.0021008403361344537
Syria	14	0.00196078431372549
Amsterdam	14	0.00196078431372549
Malta	14	0.00196078431372549
Malaysia	14	0.00196078431372549
COLOMBO	14	0.00196078431372549
HONG	14	0.00196078431372549
Stansted	14	0.00196078431372549
Afghanistan	13	0.0018207282913165266
MANCHESTER	13	0.0018207282913165266
TORONTO	13	0.0018207282913165266
Greece	13	0.0018207282913165266
Saudi	13	0.0018207282913165266
Sao	13	0.0018207282913165266
Wall	13	0.0018207282913165266
JERUSALEM	12	0.0016806722689075631
Lebanon	12	0.0016806722689075631
JOHANNESBURG	12	0.0016806722689075631
Khartoum	12	0.0016806722689075631
Los	12	0.0016806722689075631
Calcutta	12	0.0016806722689075631
Zaire	12	0.0016806722689075631
White	12	0.0016806722689075631
Doboj	12	0.0016806722689075631
Middle	11	0.0015406162464985994
SYDNEY	11	0.0015406162464985994
BALTIMORE	11	0.0015406162464985994
SEOUL	11	0.0015406162464985994
Kremlin	11	0.0015406162464985994
